title,company,location,salary,description,url,date_posted,job_id
"Data Analyst, Performance Management",TikTok,Singapore,N/A,"The role seeks to drive clarity, solve ambiguous, challenging business problems using data-driven approaches to dig into complexdatasets and derive data…",https://sg.indeed.com/rc/clk?jk=b0b5abd201ef7938&bb=p9OITpDa9rj7rTd08XpMUPJkplt3n_plR8aIVYUVQbRzWQiADJkxA0o1M9PbUYGv3oMrt2GzyqLzVBQaIqA821qhKMvxU9O4lmY6-Bn8XIPt32GwRa6GrZz-t3bGpoC4&xkcb=SoBK67M3198D0vTHYR0JbzkdCdPP&fccid=caed318a9335aac0&vjs=3,Not specified,b0b5abd201ef7938
Data Solution Operations - Analyst,JPMorganChase,Singapore,N/A,Experience working indatamanagement at an Asset Manager.Supportsdatamining and analytics to help define process flow and best practices.,https://sg.indeed.com/rc/clk?jk=64f110b30a843b98&bb=p9OITpDa9rj7rTd08XpMUETbVKBZM6shQR7ILPKpNzKxla3NGFAaH9U3W-U37fC2qtTf1_f7jqFASpjkt4SW9d-2QcCX9pbLTma_Fu5BTyj4MCvzQMt-jg%3D%3D&xkcb=SoD-67M3198D0vTHYR0IbzkdCdPP&fccid=c46d0116f6e69eae&vjs=3,Not specified,64f110b30a843b98
Data Operations Analyst,Point72,Singapore,N/A,"Day-to-day operations includingdatavalidation,dataentry tasks,datacleaning, security audits and reporting.SystematicData|DataEngineering.",https://sg.indeed.com/rc/clk?jk=d9d6415cbc7a1ef3&bb=p9OITpDa9rj7rTd08XpMUCkRXw7d7sWnwqTcJ1DNy4iQwPFxLqEjl5fIdNI9cvS_NxVIWbwiD8CR5Qd-jOCOdRlWeJd3w9MDBmc3xneLzz34bvPIPgMnRCTtiG0JIE-h&xkcb=SoBw67M3198D0vTHYR0PbzkdCdPP&fccid=89add93ce58a63fa&vjs=3,Not specified,d9d6415cbc7a1ef3
Sanofi Manufacturing Innovators Program _ Data Analytics,Sanofi,Singapore,N/A,Strongdatapresentation skills to convey insights and opportunities clearly.Data Analytics team turnsdatainto actionable insights that drive smarter…,https://sg.indeed.com/rc/clk?jk=480b0962f8da0bef&bb=p9OITpDa9rj7rTd08XpMUC1eFEuCA_FNR6_MplIGYJUMu98YkVf6UTUNiesNmhq_kkZo0qRNcI-QxiUP44TVcvrId3J2fcmvOLBBeNPqlDzbHMGAknP5p4UaaPJOxhnf&xkcb=SoDE67M3198D0vTHYR0ObzkdCdPP&fccid=5d3ed74ca4598964&vjs=3,Not specified,480b0962f8da0bef
Business Analyst,Lenovo,Central Singapore,N/A,"Ensuredataaccuracy and consistency.Data Analysis & Modeling: Conduct in-depthdataanalysis using various techniques, including statistical modeling, machine…",https://sg.indeed.com/rc/clk?jk=eaef0c08c73177dd&bb=p9OITpDa9rj7rTd08XpMUOejQunMDbRYzHuounz8O-SbMPCVIoVQN2mZ8IKiGeTdvaQKcS0v3c0RO8IuOTGySiSV-sgIUVrV9EIzGn_9m1HNZlLFOuHx1w%3D%3D&xkcb=SoBZ67M3198D0vTHYR0NbzkdCdPP&fccid=af103eaff391cdf0&vjs=3,Not specified,eaef0c08c73177dd
Reference Data Operations - Pricing Data Analyst,JPMorganChase,Singapore,N/A,"Good understanding of databases,datamodels anddatastructures is preferred.The organization's objectives are to deliver business impact through fit-for…",https://sg.indeed.com/rc/clk?jk=0eb13de3cc9c6483&bb=p9OITpDa9rj7rTd08XpMUHZzHEDvY7AxZHe2bg_pecWW-Ax9YBKU69nHAyxesb5GVrqKAn2oW0xfxhUbIfExp43D1czq2ky4ygt1gZc1839f-sypVNDB-g%3D%3D&xkcb=SoDt67M3198D0vTHYR0MbzkdCdPP&fccid=c46d0116f6e69eae&vjs=3,Not specified,0eb13de3cc9c6483
Performance Marketing Data Analyst,Eclerx,Singapore,N/A,Manage procurement ofdatafrom various sources and performdataaudits.Setupdatapipelines for migrating thedatafrom one platform to another.,https://sg.indeed.com/rc/clk?jk=bb6de818e8e555ac&bb=p9OITpDa9rj7rTd08XpMUOPPCIBJXnYcpMT5KBhNlme1BnZB6ZKQquI4AjkeHi5nL1YUFKcBEjXbnt1G6L4oScaDqLsGOYYg8zgoMuueT3tOCXrhhXmzq0rISJU2uKN0&xkcb=SoAE67M3198D0vTHYR0DbzkdCdPP&fccid=e6a2604cd4491b02&vjs=3,Not specified,bb6de818e8e555ac
"Business Analyst Intern, TR APAC",LVMH Beauty - LVMH Fragrances and Cosmetics,Singapore,N/A,Support LVMH TR APAC Businessanalystto revamp monthly market file estimation.The Intern BusinessAnalystTR APAC LVMH Beauty will support Regional Finance…,https://sg.indeed.com/rc/clk?jk=228887f1a340cfbe&bb=p9OITpDa9rj7rTd08XpMUFAnmORqBu3vR5LBQZyqkFo4ebaGEfZOAqdWxEiOL8SRu_nAL5RBuP4WFb2gZqzlVThxl5YhclhckLtSEsqKECrUV-jU0DiSpw%3D%3D&xkcb=SoCw67M3198D0vTHYR0CbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Not specified,228887f1a340cfbe
"Analyst, Business Support & Admin (SCD/LAF)","MUFG Bank, Ltd., Singapore Office",Singapore,N/A,"Manage thedataof regional and sectorial initiatives with team members.This position sits in the two teams with one reporting line, the Sector Coverage team…",https://sg.indeed.com/rc/clk?jk=34c48b1a7d2cea13&bb=p9OITpDa9rj7rTd08XpMUMF8PadtKiXwXu3EeQb2nQ5RFeDR8he87te9hOvt7nAW-7j9swda8Y4femr4tK_ePJzLgtu0TNhWpgxDcjbN7YuDMC2IMO0rGdGZ520L0obg&xkcb=SoAt67M3198D0vTHYR0BbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Not specified,34c48b1a7d2cea13
Quantitative Research Analysts,Kredens Capital Management (KCM),Singapore 079333,N/A,Implement models in python and other data-processing language.Demonstrated ability to conduct independent research utilizing largedatasets.,https://sg.indeed.com/rc/clk?jk=35164cf62bc34b66&bb=p9OITpDa9rj7rTd08XpMUOj_w377JpgopXQMHNggExH40W2SdDbV91ug47bentfi8KK9ojQ2dGQsGZOABKJtEDTPmJEJsjrDnk8gJcx6ymZOz4Ii2jSMG3zmSY6s6l6w&xkcb=SoCZ67M3198D0vTHYR0AbzkdCdPP&fccid=aa0ec97f4ce66957&vjs=3,Not specified,35164cf62bc34b66
Business Analyst,NTT DATA,Singapore 339509,N/A,"Knowledge of API integrations anddataworkflows in mobile and web applications.Prepare documentation of processes, workflows or business requirements.",https://sg.indeed.com/rc/clk?jk=21e89a6fdfdda19c&bb=p9OITpDa9rj7rTd08XpMUL3cCEw_kJtc9cHp53_7z0wal5bWv3lRhO9DCOlGhP5BXzCMA23MePaSoLiqe7GrJbHKQp-Rhemfta4W69JO8CkdmorryXflc9iD2isXe4KY&xkcb=SoAX67M3198D0vTHYR0HbzkdCdPP&fccid=91444a28cb181211&vjs=3,Not specified,21e89a6fdfdda19c
Actuarial Data Analyst,Munich Re,Singapore,N/A,"You will utilize your actuarial knowledge anddataanalytics skills to transform, process and analyze client bordereaux data.",https://sg.indeed.com/rc/clk?jk=8c0108efc139acc6&bb=p9OITpDa9rj7rTd08XpMUJxy1ZAlcHcNmfIlB8zgc_TpSGpEMrQiqYD4016iVgjXoMZdNj-n_ac800v0L2SEsYzSY2nSGHzZjeRLMZdSj-W6uYyMr7HPHA%3D%3D&xkcb=SoCj67M3198D0vTHYR0GbzkdCdPP&fccid=d4448c192a012f32&vjs=3,Not specified,8c0108efc139acc6
Client Services Analyst (Data),Pacific Life Re,Hybrid work in Singapore,N/A,"Some of the key responsibilities of being a Client ServicesAnalystare reviewing reinsurance treaties, conductingdataanalysis and interpreting the results…",https://sg.indeed.com/rc/clk?jk=d7ef815f95c0e100&bb=p9OITpDa9rj7rTd08XpMULtx2zEJvqB_GzKOA0aemUUfe7K107RzYsDs7n_USpKZ3RtDdu0VuN2om0V2ZGAVD9UGQpRz-hUVwA7y9JFWol8gonJ8J5eAACbeoMUk-YMn&xkcb=SoA-67M3198D0vTHYR0FbzkdCdPP&fccid=97bfb79867bd9b23&vjs=3,Not specified,d7ef815f95c0e100
Sanofi Manufacturing Innovators Program _ Data Analytics,Sanofi,Singapore,N/A,Strongdatapresentation skills to convey insights and opportunities clearly.Data Analytics team turnsdatainto actionable insights that drive smarter…,https://sg.indeed.com/rc/clk?jk=480b0962f8da0bef&bb=nl0FMVkdGrB7bg7p-vYVOIEm1evewo_5oBhdEUdCJsy4iwzV9bszfeE1Wxp5eYjEuiNQOQB71K_RU-_RzBto-6LkgiAJgj-_jWOgWS2ifVmkPSrwYZkEsXtp6DpjRww9&xkcb=SoCV67M3198cJMzHYR0KbzkdCdPP&fccid=5d3ed74ca4598964&vjs=3,Not specified,480b0962f8da0bef
IT Business Analyst/PM,Helius Technologies,Singapore,N/A,"The role will primarily focus on collecting business requirements in order to understand system impact and document functional specification or user stories,…",https://sg.indeed.com/rc/clk?jk=c3e16c822e2f101b&bb=nl0FMVkdGrB7bg7p-vYVOBbjcaFcQPkrFcFVzKyu1_4OWrFJqXrdKZSz0Mp1wLYKzQ16GeIablq3tuEZKYEYyEnp7dMJJK69a1k-DxAlCHvXd2-_RKsXjmyjHZ8VsvfO&xkcb=SoAI67M3198cJMzHYR0JbzkdCdPP&fccid=b3282c125f18e0c0&vjs=3,Not specified,c3e16c822e2f101b
BUSINESS ANALYST,Morpheus Consulting Pte Ltd,Singapore,N/A,"Elicit requirements using interviews, document analysis, requirements workshops, surveys, site visits, business process descriptions, use cases, scenarios,…",https://sg.indeed.com/rc/clk?jk=1611ad1c8fbe0a86&bb=nl0FMVkdGrB7bg7p-vYVOJJ414JyAd2IarcK5wuuUW7rm-8NYVyRVX9ypaV9GYslrvv3wCKGd1oyWm3piJY2OuDevnAhiXy1T3njdrAjoP7onfMOHYlQO1TAau7_hHfb&xkcb=SoC867M3198cJMzHYR0IbzkdCdPP&fccid=951b2d1cc019053d&vjs=3,Not specified,1611ad1c8fbe0a86
Data Management & Coordination Analyst,Dow Jones,Singapore,N/A,Managingdatasubscriptions for critical data.Experience with spreadsheets and commoditydataanalysis.Loading thedataonto the publishing platform.,https://sg.indeed.com/rc/clk?jk=303902ee7b16a104&bb=nl0FMVkdGrB7bg7p-vYVOCHsayI8Jt6Un-Y3fMF9RRgEvJ8cR0tBrk_-Bz55VuB1owijZad6-32A803YjZwQwOQ7oOml7UGhvLG6HD1SUtNmikc_mxu4ww%3D%3D&xkcb=SoAy67M3198cJMzHYR0PbzkdCdPP&fccid=d2621f51dde471d3&vjs=3,Not specified,303902ee7b16a104
Data Analyst Intern - Global Payment - 2025 Start,ByteDance,Singapore,N/A,"The payment and financial business are all data/intelligence driven businesses, which means that driving business throughdatacapabilities,dataservices, data…",https://sg.indeed.com/rc/clk?jk=9b9bdec2f9d91132&bb=nl0FMVkdGrB7bg7p-vYVOCHx0loaNAJOdZ6JoZlMYqR6M2UWCWZmMpRFgd29in6yTBc9VE5-A5nMk3eV-n9ol7NF6oILqPzNYuoT-R3K8BBwB4CFP0Zb_gxnhIvnOa3h&xkcb=SoCG67M3198cJMzHYR0ObzkdCdPP&fccid=74fbc768a4e5bece&vjs=3,Not specified,9b9bdec2f9d91132
Business Analyst,CIS,Singapore,N/A,"Conductdataanalysis to identify trends and provide actionable insights.Experience indataanalysis, reporting, and providing insights to support business…",https://sg.indeed.com/rc/clk?jk=e0262a3a5e07b889&bb=nl0FMVkdGrB7bg7p-vYVOI8GeI4f6woSJgYqauAy51RbVVKeOBwGXgzMcvWsI2Xh3s4WplJm8s-wVnG1h6imy7VHQVM4zWEUr8THAoZMIQX6GwI-JdFC6Wnpj5Scho5n&xkcb=SoAb67M3198cJMzHYR0NbzkdCdPP&fccid=97da2e000e9aab5f&vjs=3,Not specified,e0262a3a5e07b889
LLM Global Data - LLM Performance Operation Analyst (Non-safety),ByteDance,Singapore,N/A,Gain first-hand experience in understanding how to measure and analyze performance of LLM on various dimensions.,https://sg.indeed.com/rc/clk?jk=7042c0b741fd9192&bb=nl0FMVkdGrB7bg7p-vYVOEOA9_FWMJqV02GK2Gk2c-8y2oPxpEEE8Mwc1i4NZkRf9DI-LP6j4BbdJ81dJvkqfXYwupL9UtnQLI7dD-BKXCDZzcWmZSIB9mMTEhXns2uU&xkcb=SoCv67M3198cJMzHYR0MbzkdCdPP&fccid=74fbc768a4e5bece&vjs=3,Not specified,7042c0b741fd9192
"Analyst, Business Support & Admin (SCD/LAF)","MUFG Bank, Ltd., Singapore Office",Singapore,N/A,"Manage thedataof regional and sectorial initiatives with team members.This position sits in the two teams with one reporting line, the Sector Coverage team…",https://sg.indeed.com/rc/clk?jk=34c48b1a7d2cea13&bb=nl0FMVkdGrB7bg7p-vYVOLUdOYDDLNSIHw6hBWue_spL05hJVbQlE0PU5ZGttKmvYr-9eAIzFijz7jDOIGuCbZdNR-Jtph7OXHt2YwWfGKzS-OOprbI9IbBy6PfyE2Ij&xkcb=SoBG67M3198cJMzHYR0DbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Not specified,34c48b1a7d2cea13
Business Analyst,Anacle Systems Pte Ltd,Singapore 138633,N/A,"Review customerdataand assist indatacleansing, preparation for migration, and post-migration validation.Play the role of functional consultant and project…",https://sg.indeed.com/rc/clk?jk=f71755f2dd91e875&bb=nl0FMVkdGrB7bg7p-vYVOH25oZxMRsfUz-jw_C2GQ0HGsU49c44FlsOwK944u7J5SwPSi_sGmiTUUkIQrwxtYc4yy0j88A-Gg8DpbW39D8t0w6esfT88KjITsCya59Vm&xkcb=SoDy67M3198cJMzHYR0CbzkdCdPP&fccid=10dbc1ff8771544a&vjs=3,Not specified,f71755f2dd91e875
"VP, Data Analyst - Anti Financial Crime",United Overseas Bank Ltd,Singapore 048624,N/A,6 – 8 years of experience working in the technology space and preferably at least 2 - 4 years ofdatascience /dataanalytics experience.,https://sg.indeed.com/rc/clk?jk=2e435fd23b284f10&bb=nl0FMVkdGrB7bg7p-vYVOJWK50-9qSGELN6T1Dsz_SDWn99DnfRWeBHgcjMYOufipeVvDbiUVAT0_SfaJcgOEqDo-YLOU-KUv2evG6fnV-W0W-g9MQaLVpWnv08tI8FE&xkcb=SoBv67M3198cJMzHYR0BbzkdCdPP&fccid=b1ace17c9d00764e&vjs=3,Not specified,2e435fd23b284f10
Senior Researcher / Data Analyst,MLResearch Consultants,Singapore 079903,N/A,"You will lead the team and provide directions in problem identification, conceptualisation, research design, hypothesis formulation, questionnaire design,…",https://sg.indeed.com/rc/clk?jk=a58b9d90309d01ae&bb=nl0FMVkdGrB7bg7p-vYVOFWcCWsXcVWPak6GArtSd-UE6IEEBMdWGUUeh8zvZocE9YKjUnfwc1iph9rJ4sB9YpGgKHhtj-SUxmMhkRck-RUr7GIcJyayo5AiNOzWiJuM&xkcb=SoDb67M3198cJMzHYR0AbzkdCdPP&fccid=a9876db3d276aae9&vjs=3,Not specified,a58b9d90309d01ae
"Intern, Business Analyst",Sembcorp Industries,Singapore,N/A,"Experience withdatatransformation,datavisualization,dataquerying, database management and modelling.Create and maintaindatapipelines to automate data…",https://sg.indeed.com/rc/clk?jk=322e6f442c60bacc&bb=nl0FMVkdGrB7bg7p-vYVOBJWOS6ugqJ5g_CfzjC4UIpQxw6rbNbbz26ZrwZE3JoFY_fRM8Ni8IxC39f2X3GBMGx9CqhFWd2X2wdGMRrTnb5_vyYbOw3AJNzUzm1Dr55n&xkcb=SoBV67M3198cJMzHYR0HbzkdCdPP&fccid=0da62580206b5c8f&vjs=3,Not specified,322e6f442c60bacc
Summer Internship 2025 - Data Analyst & BI Intern,Munich Re,Singapore,N/A,"Pursuing a Bachelor's or Master's degree indatascience / artificial intelligence,dataanalytics, statistics, computer science, information technology, or a…",https://sg.indeed.com/rc/clk?jk=7dcd1276879a5ef0&bb=nl0FMVkdGrB7bg7p-vYVOOu0TAi4WTRSJkjZj9qmdb9wfGaOIhQAe6_vgniTtJsXPcCJdASoIBoz8Xe3IMV7P99rvPZWEsN-bfEr5pdMocrhSR6CfeTN1Q%3D%3D&xkcb=SoDh67M3198cJMzHYR0GbzkdCdPP&fccid=d4448c192a012f32&vjs=3,Not specified,7dcd1276879a5ef0
"Data Analyst Intern - Regional Marketing Analytics, Regional Brand & Growth Marketing (Summer 2025)",Shopee,Singapore,N/A,Passionate about programming/data analytics and solving challenging problems.The Business Intelligence andDataAnalytics team plays a critical role in…,https://sg.indeed.com/rc/clk?jk=078b3ae1cc63cac7&bb=nl0FMVkdGrB7bg7p-vYVOJfk8mnckGFl-nOFY2NN9RZuI-RaSkkGWr97Mx3BLbV8YWpkKZY9z-aP_5vdtNv9olmQO4rISpO1k5GWk10_ZebtaDLvFjhbCRQJlqvf980g&xkcb=SoB867M3198cJMzHYR0FbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3,Not specified,078b3ae1cc63cac7
Quantitative Research Analyst (Intern),First Plus,Singapore,N/A,Conduct thorough analysis of large datasets containing historical and real-time equity market data.Effectively communicate research findings and deliver…,https://sg.indeed.com/rc/clk?jk=a7cf3e041e0dcf24&bb=nl0FMVkdGrB7bg7p-vYVOF_8hFx5IOB9qlO6QMEFh14FJR3MCA2gP7FQBz3q8w-Qc_yJ_qLrkZMjbW0FYxVXb1Yb3dtHBkiO8vHl-rp5cC2_f5wji5fMgOLU1TfB0sHL&xkcb=SoDI67M3198cJMzHYR0EbzkdCdPP&fccid=c53eff996173f9f3&vjs=3,Not specified,a7cf3e041e0dcf24
Analyst (Information Analysis)*,Ministry of Defence Singapore,Singapore,N/A,"You conduct research and analysis on the strategic communications environment, online information trends and developments, and their applications and…",https://sg.indeed.com/rc/clk?jk=3d3d78c6842182c8&bb=8OV05URFWl3biv-K-iCphe7rs6HnHcdjZ7WTB3xK-6sHL4lGvpolp6Zd6urpNVXfFJRUE5XYq6_63-_AXeyQyuczx2ZvcYoyO0QhStT5LYL4h2X_Fl43YyB1QC-x4Y4J&xkcb=SoDo67M3198VNwAZDz0LbzkdCdPP&fccid=99383bc2cc2d5975&vjs=3,Not specified,3d3d78c6842182c8
"Intern, Product Management (Data Analyst)",CapitaLand,Central Singapore,N/A,Assist indataanalysis efforts to uncover insights and trends.Usedatato uncover opportunities for app improvement and optimization.,https://sg.indeed.com/rc/clk?jk=e1e6406a3b7fcae3&bb=8OV05URFWl3biv-K-iCpha5t18So6WT9b3fEY0LTbDN6AvAo8U7j6YgJcTYIEVXSKunmPu4MzjTovK0--t3WCOWkGk6K_xLk6-H_4s0aiMw7np_J3FfC4-BcPRUjZZhd&xkcb=SoBc67M3198VNwAZDz0KbzkdCdPP&fccid=2ff585682e0825cf&vjs=3,Not specified,e1e6406a3b7fcae3
Data Analyst (Internship),Infosys Singapore & Australia,Singapore,N/A,Compile and analyzedatarelated to business issues.Develop clear visualizations to convey complicateddatain a straightforward fashion.,https://sg.indeed.com/rc/clk?jk=7fb4ead9a6610e1b&bb=8OV05URFWl3biv-K-iCphcrgK16BuA4FfpkZiqHL4DDrQuJiQo9B-2Gxpq3hOUlCcvaBqUVnx5UcQ4hIXmAOEU_LdDx-6G00-UHIwqOL1_V_MZ6QcTCaDiD_bzhStG3Q&xkcb=SoDB67M3198VNwAZDz0JbzkdCdPP&fccid=c67533a523c83a4c&vjs=3,Not specified,7fb4ead9a6610e1b
E-commerce Data Analyst,TikTok,Singapore,N/A,"Operation core index design,datadashboard design landing, core indexdataabnormal monitoring;Overall responsible fordatasupport of e-commerce overseas…",https://sg.indeed.com/rc/clk?jk=37746e885b2fdee8&bb=8OV05URFWl3biv-K-iCphSwWIWf930_owKqvJPa_xnlP-QA4CQiekvX1r7njs957Aw6ASl5lptWH8p7NqjAfjPR0bc5oD23Ji-YCGY4Xe7T0nfPT_BkKY4EZlCWUG40z&xkcb=SoB167M3198VNwAZDz0IbzkdCdPP&fccid=caed318a9335aac0&vjs=3,Not specified,37746e885b2fdee8
Business Analyst,Shopee,Singapore,N/A,"Prior experiences in a data-driven role, internship or full-time.Strong analytical and problem-solving skills with proficiency in Python and SQL for data…",https://sg.indeed.com/rc/clk?jk=77163b4460d7c3a2&bb=8OV05URFWl3biv-K-iCphdCNgg5noU2Dh-peskJYsttGer__2gfo4GXzmHemNIT3rtoONlTArUPhXIkJDP_r66BWj3J-gnt5iQqZE09ct9aWa-1ZcjQWDzJoKZdCRZfS&xkcb=SoD767M3198VNwAZDz0PbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3,Not specified,77163b4460d7c3a2
Data Analyst (Internship),ShopBack,Hybrid work in Singapore,N/A,Build a strong understanding of ShopBack’sdataecosystems within the internal teams and be thedataevangelist who makes sure we make the best use of available…,https://sg.indeed.com/rc/clk?jk=b05fa469dc6ddd64&bb=8OV05URFWl3biv-K-iCphdrQEJgOd3FY-SkKRXwH95P41PW5ra-4cDAUzaHa0vfH0zWjkPSax1oYND9xQSEzEiruXi1Lef1b6d1-N1f5gofG_5vGiNb3Hf0O4MrtJPmO&xkcb=SoBP67M3198VNwAZDz0ObzkdCdPP&fccid=7bf6965d650fe797&vjs=3,Not specified,b05fa469dc6ddd64
"Data Analyst, Information Analytics Services (1 Year Contract)",Tan Tock Seng Hospital,Singapore,N/A,Conduct regular review on existingdatascience initiatives and identify ways to develop integrateddatascience solutions across functions.,https://sg.indeed.com/rc/clk?jk=d0e1864bb583f56f&bb=8OV05URFWl3biv-K-iCphSubxrWnI3KGdzjnTdOaKewqv6BP1vYkgNcKKbLBuTkOsF5bsswLD-dnWSodtT6VMLuKOD3LDqAF12tZnjfmirvbI8bN9v2hnqlLOC7RToIu&xkcb=SoDS67M3198VNwAZDz0NbzkdCdPP&fccid=9ec09d4e50678aa9&vjs=3,Not specified,d0e1864bb583f56f
"Data Analyst, Logistics & Distribution",SATS,Singapore 117612,N/A,"Experience indataanalytics within a supply chain function is highly valued.Dashboards building, testing and release following the SATS Corporate guidelines…",https://sg.indeed.com/rc/clk?jk=bdeeee70849cfb67&bb=8OV05URFWl3biv-K-iCphbEWjTynBtksMFeTop17OCHrRB53_BCmG-XvP9tK6adArfzkmyjCPN421F5-ZJN-KFL8B2cegc8fnHi__5-nSW18V_Wv2yiyKsbH11L_TTej&xkcb=SoBm67M3198VNwAZDz0MbzkdCdPP&fccid=86dd490bef83df85&vjs=3,Not specified,bdeeee70849cfb67
"AIML - Data Operations Annotation Analyst, Vietnamese (12 months contract)",Apple,Singapore,N/A,"As an AnnotationAnalyst, you'll annotatedatawhich can be both audio and visual and evaluatedatafrom customers who have opted in to the grading program.",https://sg.indeed.com/rc/clk?jk=0d684e17a681f5de&bb=8OV05URFWl3biv-K-iCphUwgZI0qcaMrvDcU01RBxOqgCe4tqtG5RWkw8vri1nrfW_ZDy_vyrN0bjNoOLZtVs25UFGhE2wbBb5SFt7_2VeY_u0njcdN8vA%3D%3D&xkcb=SoCP67M3198VNwAZDz0DbzkdCdPP&fccid=c1099851e9794854&vjs=3,Not specified,0d684e17a681f5de
Hardware Support & Data Analyst Intern,Razer (Asia-Pacific) Pte. Ltd,Singapore 138538,N/A,Use JQL or SQL & PowerBI fordataanalysis &datareporting to provide overview of trending issues to internal stakeholders.Experience with JQL or SQL.,https://sg.indeed.com/rc/clk?jk=a43439502afb4178&bb=8OV05URFWl3biv-K-iCphXhg0kshWkItVvFgNFuCfbRIzB0SetXfP-mHwauE90rHnS2YhK3BMkZtHgY5gHsJVVBdTboguhWRjg1ngC-PBCcg2wVjSn5uxsl1s7LDBV4J&xkcb=SoA767M3198VNwAZDz0CbzkdCdPP&fccid=5ab77828f52b7100&vjs=3,Not specified,a43439502afb4178
Data Analytics Intern,Zurich Insurance,Singapore,N/A,"Experience in managing structured and unstructureddata, including free text, images, webdataand more.Pastdatascience project delivered is a plus.",https://sg.indeed.com/rc/clk?jk=980afc4581f66dc2&bb=8OV05URFWl3biv-K-iCphdDcyXtjA_Pk7bQAL2GNs4jpBqw7CTnN7yuYWDf6f0PeKCXWK1_aJkUccZOLThN5SFPQvx1JANg27CQD5tcctZ9yvHfPk5KKMHX8p5UzZ3fq&xkcb=SoCm67M3198VNwAZDz0BbzkdCdPP&fccid=40f6e1ba1aac8472&vjs=3,Not specified,980afc4581f66dc2
"Data Analyst Intern, Regional BI & Planning (Summer 2025)",Shopee,Singapore,N/A,"Experience indataanalysis anddatacollection required.Collaborate withdataengineers, product managers, and operation teams to provide statistics or…",https://sg.indeed.com/rc/clk?jk=139efa21422d338e&bb=8OV05URFWl3biv-K-iCphf0_anoyuBVkPQbCq6stah983rb40yjbMg1Z6vTG3cWzM2Tb0P--2g3y0XqizCIYK3uubWECmQBK_8gZ21T4KSPsRAXQucHVDvwKnQ9IU9nc&xkcb=SoAS67M3198VNwAZDz0AbzkdCdPP&fccid=0b476c4a7add47fe&vjs=3,Not specified,139efa21422d338e
"Analyst, Market Risk Analytics","MUFG Bank, Ltd., Singapore Office",Singapore,N/A,TheAnalystrole within the market risk management department (Market risk analytics team) will be in charge of performing market risk/counterparty credit risk…,https://sg.indeed.com/rc/clk?jk=1ee7540ed936d5ba&bb=8OV05URFWl3biv-K-iCphRe14dFfFmW-8P_NPCciJU6GnIicWttpcWrVdfVEOwqPXMFE4m6WaNZ0lOr5HfJDbxMh8v9oUGHW7FGB9YGf4SYRDp7YzjCT6hCdO5xL9FMi&xkcb=SoCc67M3198VNwAZDz0HbzkdCdPP&fccid=dd616958bd9ddc12&vjs=3,Not specified,1ee7540ed936d5ba
Business Analyst,Pizza Hut Digital & Technology,Hybrid work in Singapore 229835,N/A,"Analyze and interpretdatato provide insights to support requirement gathering using GA, Fullstory,DataAI and other analytics tools in the suite.",https://sg.indeed.com/rc/clk?jk=dc7f7812db9df50f&bb=8OV05URFWl3biv-K-iCphUlLyZmS3jMPvcvwjh1A8zuSzg0ich10ask8MR9qK-MTi7HsDrgQIl7J7nCRuAzgMiubHyRPCPcC2rhHZfNKZlPNKkftQ55M1CTxkp2MOW6N&xkcb=SoAo67M3198VNwAZDz0GbzkdCdPP&fccid=1f00da7f5e9f46fa&vjs=3,Not specified,dc7f7812db9df50f
Senior Data Analyst,Padlet,Singapore,N/A,Whatever else a gooddataanalystdoes.Track record of improving products with data.We haven't looked atdatamuch and it hasn't traditionally been part of…,https://sg.indeed.com/rc/clk?jk=17651e167d1857e2&bb=8OV05URFWl3biv-K-iCphWGU-zjFFH290DCY2l54P9mn8RUG3YmFK1mnTS07fQbg1sR5Jwx_Cx5SSzlNdfkpyrFrMQ8RuXiz13evBEUJwK9qSOJVX2WHDak_12yu_AS3&xkcb=SoC167M3198VNwAZDz0FbzkdCdPP&fccid=e097619f206e4fc3&vjs=3,Not specified,17651e167d1857e2
Data Management & Coordination Analyst,Dow Jones,Singapore,N/A,Managingdatasubscriptions for critical data.Experience with spreadsheets and commoditydataanalysis.Loading thedataonto the publishing platform.,https://sg.indeed.com/rc/clk?jk=303902ee7b16a104&bb=yzO12NQC14oR9yeCXNYl-gKI7wsX9oVeM5BRcMxpqcwOMjH7PoxSrXaW7FUVEoilA9H3-5zydDkWhACxGmCs3uCFEeFsYupClW7dMXy8LBIt4qNbUwrC5A%3D%3D&xkcb=SoBM67M3198uSYzHYR0LbzkdCdPP&fccid=d2621f51dde471d3&vjs=3,Not specified,303902ee7b16a104
"Intern, Business Analyst",Johnson Controls,Singapore,N/A,"Collecting and analyzingdatausing statistical/data management techniques and applications.Bachelor’s degree in business, engineering, ordatascience &…",https://sg.indeed.com/rc/clk?jk=20771941fdc6583f&bb=yzO12NQC14oR9yeCXNYl-jAjW1RhwuOJEX5i5a7rZ8iDDIwryFpxYAEXNUyGapDQmLpKP1qT2q4P-IQMrNPChF-whMFQiABksqOpuAJpZL8T5dWjnDsI0A%3D%3D&xkcb=SoD467M3198uSYzHYR0KbzkdCdPP&fccid=dacddaa4d49537d8&vjs=3,Not specified,20771941fdc6583f
